age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
43,191547,9,0,0,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
30,98733,10,0,0,20,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
21,225541,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,183898,12,7688,0,60,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,Germany,>50K
41,371382,10,0,0,40,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
42,143582,4,0,0,48,Private,7th-8th,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,MISSING,<=50K
63,166425,10,0,0,24,MISSING,Some-college,Widowed,MISSING,Not-in-family,Black,Female,United-States,<=50K
31,30290,9,0,0,40,Self-emp-not-inc,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
38,153976,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
22,27937,10,0,0,36,MISSING,Some-college,Never-married,MISSING,Own-child,White,Male,United-States,<=50K
72,473748,10,0,0,25,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
52,311931,3,0,0,15,Private,5th-6th,Married-civ-spouse,Sales,Wife,White,Female,El-Salvador,<=50K
44,216921,6,0,0,70,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
18,387568,6,0,0,10,Private,10th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
17,160968,7,0,0,16,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
25,135845,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
27,113635,13,0,0,35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
48,101684,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
60,136939,10,0,0,40,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,370767,9,0,2377,60,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
24,232918,13,0,0,20,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
29,154411,11,0,0,40,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
31,210008,9,0,0,40,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
45,102308,14,15024,0,60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
30,169496,13,0,0,40,State-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
31,93106,11,0,0,40,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
53,128272,16,0,0,70,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,420054,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
24,218678,13,0,0,40,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
20,270517,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Mexico,<=50K
23,329174,10,0,0,40,MISSING,Some-college,Never-married,MISSING,Not-in-family,White,Male,United-States,<=50K
71,229424,9,0,0,40,MISSING,HS-grad,Widowed,MISSING,Not-in-family,White,Female,United-States,<=50K
29,413227,13,0,0,35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
23,128604,9,0,0,48,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,South,<=50K
37,32528,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,England,>50K
19,229745,9,0,0,20,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
56,213105,9,0,0,36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
70,346053,9,0,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
29,131088,10,0,0,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29,255476,4,0,0,30,Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Male,Mexico,<=50K
35,194591,10,0,0,40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
40,146908,16,0,0,60,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
43,304175,14,0,0,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
19,41400,9,0,0,30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
18,342852,9,0,0,40,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
22,175586,9,0,0,35,MISSING,HS-grad,Never-married,MISSING,Unmarried,Black,Female,United-States,<=50K
42,187294,10,0,0,40,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
37,325538,9,0,0,60,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,MISSING,<=50K
51,239155,11,0,0,40,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
23,115244,13,0,0,60,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
48,350440,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,Cambodia,>50K
30,193298,9,0,0,45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
40,214891,13,0,0,45,Private,Bachelors,Married-spouse-absent,Transport-moving,Own-child,Other,Male,MISSING,<=50K
35,192251,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
44,111275,9,0,0,56,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
34,213226,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Iran,>50K
38,116580,13,0,0,20,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
36,290560,10,0,0,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
41,183224,14,0,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,Taiwan,>50K
24,151443,9,0,0,30,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Female,United-States,<=50K
21,214635,10,0,0,24,MISSING,Some-college,Never-married,MISSING,Own-child,White,Male,United-States,<=50K
17,47407,7,0,0,10,MISSING,11th,Never-married,MISSING,Own-child,White,Male,United-States,<=50K
35,287658,12,0,0,30,Private,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,Jamaica,<=50K
32,173314,11,0,0,60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,Male,United-States,<=50K
29,301031,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
38,223004,10,0,0,75,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,United-States,<=50K
30,149118,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
26,201138,11,0,0,35,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
24,194630,13,0,0,35,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
43,135606,14,0,0,50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
38,357962,5,0,0,40,Self-emp-not-inc,9th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
65,205309,9,0,0,20,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
39,347434,5,0,0,43,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,<=50K
27,156266,9,0,0,20,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,United-States,<=50K
18,110230,6,0,0,11,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
56,267763,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
72,38360,9,0,0,16,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
42,134220,11,0,0,40,Private,Assoc-voc,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,United-States,<=50K
40,163434,10,0,0,40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
38,102178,9,0,0,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
37,224566,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,<=50K
32,171091,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
42,177937,13,0,0,45,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,Poland,<=50K
48,25468,14,99999,0,50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
29,187073,13,0,0,40,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
51,143741,10,0,0,40,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
52,222107,10,0,0,50,Private,Some-college,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
53,158352,14,8614,0,35,MISSING,Masters,Never-married,MISSING,Not-in-family,White,Female,United-States,>50K
60,39952,5,2228,0,37,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
39,154641,13,0,0,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
45,140644,9,0,0,50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
20,161978,10,0,0,20,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
29,164607,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
34,106169,14,0,0,50,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
27,189777,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40,104196,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
56,201822,4,0,2002,40,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
66,174486,16,20051,0,35,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Jamaica,>50K
34,168906,10,0,0,50,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
62,200577,14,0,0,45,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
68,163346,9,0,0,32,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
48,178686,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
43,48087,9,0,0,40,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40,208277,10,0,0,44,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,United-States,>50K
45,129387,12,0,0,40,Private,Assoc-acdm,Divorced,Tech-support,Unmarried,White,Female,MISSING,<=50K
46,28419,11,0,0,50,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
53,64322,4,0,0,40,MISSING,7th-8th,Separated,MISSING,Not-in-family,White,Male,United-States,<=50K
42,340148,10,0,0,40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
24,199011,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
34,303867,5,0,0,40,Local-gov,9th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
33,184833,9,0,0,35,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
49,155372,14,0,0,40,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
56,274111,14,0,1669,40,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
41,106679,14,27828,0,50,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K
56,175964,10,0,0,40,Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
60,183162,9,0,0,40,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
38,237713,13,0,0,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
31,210164,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
61,124971,16,0,0,40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,MISSING,>50K
32,174704,7,0,0,40,Private,11th,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
51,305673,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada,>50K
34,80249,10,0,0,72,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
17,41865,6,0,0,25,Private,10th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
58,151910,9,0,0,40,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
37,44780,12,0,0,40,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
26,375499,6,0,0,20,Private,10th,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
22,204935,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
33,201988,14,0,0,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
36,136629,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
20,88126,10,0,0,9,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,England,<=50K
42,76280,9,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
44,68729,10,0,1902,40,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,>50K
51,234057,9,0,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
23,163870,10,0,0,40,Federal-gov,Some-college,Never-married,Armed-Forces,Other-relative,White,Male,United-States,<=50K
38,241153,14,0,0,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37,28887,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
52,124591,9,0,0,40,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
46,133616,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42,192712,9,0,0,25,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
27,109997,9,0,0,40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
22,226327,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
28,109001,14,0,0,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37,291981,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
67,106143,16,20051,0,40,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
52,48343,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
37,121521,15,15024,0,45,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
21,163870,6,3908,0,40,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
25,248612,12,0,0,30,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
66,129476,13,0,0,6,MISSING,Bachelors,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
24,169129,10,0,0,40,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
40,93955,10,0,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
48,102112,12,0,0,50,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20,147352,9,0,0,40,Federal-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
19,201743,10,0,0,26,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
59,205759,16,0,0,50,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
90,313749,13,0,0,10,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
19,263338,9,0,0,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
21,198992,9,0,0,33,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
32,42900,15,15024,0,50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,256362,13,3908,0,50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
40,31621,9,0,0,40,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,United-States,<=50K
23,142547,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
28,70240,9,0,0,40,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,Philippines,<=50K
39,38721,9,0,0,22,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,United-States,<=50K
20,157595,10,0,0,40,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
19,227491,9,0,0,40,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
29,178469,9,0,0,40,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
35,174597,13,0,0,40,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
22,194848,9,0,0,40,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
20,117222,10,0,0,40,MISSING,Some-college,Never-married,MISSING,Own-child,White,Male,United-States,<=50K
84,155057,13,0,0,20,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
58,178644,9,0,0,40,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,United-States,<=50K
52,81436,15,0,0,40,Self-emp-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
57,170287,14,0,0,40,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
27,369522,9,0,0,45,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
24,227070,6,0,0,40,Private,10th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
21,164920,10,0,0,40,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
44,326232,13,0,2547,50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K
37,97136,10,0,0,40,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
17,27415,7,0,0,20,Private,11th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,United-States,<=50K
22,200374,9,0,0,35,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
60,24872,10,0,0,30,Private,Some-college,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,United-States,<=50K
60,81578,5,0,0,40,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
28,192200,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,MISSING,<=50K
28,155621,10,0,0,50,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,Columbia,<=50K
19,104844,10,0,0,15,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
60,220342,7,0,0,35,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
45,199326,14,0,0,45,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
